755001	755010
756001	756010
757001	757010
758001	758010
759001	759010
760001	760010
761001	761010
762001	762010
763001	763010
764001	764010
765001	765010
766001	766010
767001	767010
768001	768010
769001	769010
770001	770010
771001	771010
772001	772010
773001	773010
774001	774010
775001	775010
776001	776010
777001	777010
778001	778010
779001	779010
780001	780010
781001	781010
782001	782010
783001	783010
784001	784010
785001	785010
786001	786010
787001	787010
788001	788010
789001	789010
790001	790010
791001	791010
792001	792010
793001	793010
794001	794010
795001	795010
796001	796010
797001	797010
798001	798010
799001	799010
800001	800010
801001	801010
802001	802010
803001	803010
804001	804010
805001	805010
806001	806010
807001	807010
808001	808010
809001	809010
810001	810010
811001	811010
812001	812010
813001	813010
814001	814010
815001	815010
816001	816010
817001	817010
818001	818010
819001	819010
820001	820010
821001	821010
822001	822010
823001	823010
824001	824010
825001	825010
826001	826010
827001	827010
828001	828010
829001	829010
830001	830010
831001	831010
832001	832010
833001	833010
834001	834010
835001	835010
836001	836010
837001	837010
838001	838010
839001	839010
840001	840010
841001	841010
842001	842010
843001	843010
844001	844010
845001	845010
846001	846010
847001	847010
848001	848010
849001	849010
850001	850010
851001	851010
852001	852010
853001	853010
854001	854010
855001	855010
856001	856010
857001	857010
858001	858010
859001	859010
860001	860010
861001	861010
862001	862010
863001	863010
864001	864010
865001	865010
866001	866010
867001	867010
868001	868010
869001	869010
870001	870010
871001	871010
872001	872010
873001	873010
874001	874010
875001	875010
876001	876010
877001	877010
878001	878010
879001	879010
880001	880010
881001	881010
882001	882010
883001	883010
884001	884010
885001	885010
886001	886010
887001	887010
888001	888010
889001	889010
890001	890010
891001	891010
892001	892010
893001	893010
894001	894010
895001	895010
896001	896010
897001	897010
898001	898010
899001	899010
900001	900010
901001	901010
902001	902010
903001	903010
904001	904010
905001	905010
906001	906010
907001	907010
908001	908010
909001	909010
910001	910010
911001	911010
912001	912010
913001	913010
914001	914010
915001	915010
916001	916010
917001	917010
918001	918010
919001	919010
920001	920010
921001	921010
922001	922010
923001	923010
924001	924010
925001	925010
926001	926010
927001	927010
928001	928010
929001	929010
930001	930010
931001	931010
932001	932010
933001	933010
934001	934010
935001	935010
936001	936010
937001	937010
938001	938010
939001	939010
940001	940010
941001	941010
942001	942010
943001	943010
944001	944010
945001	945010
946001	946010
947001	947010
948001	948010
949001	949010
950001	950010
951001	951010
952001	952010
953001	953010
954001	954010
955001	955010
956001	956010
957001	957010
958001	958010
959001	959010
960001	960010
961001	961010
962001	962010
963001	963010
964001	964010
965001	965010
966001	966010
967001	967010
968001	968010
969001	969010
970001	970010
971001	971010
972001	972010
973001	973010
974001	974010
975001	975010
976001	976010
977001	977010
978001	978010
979001	979010
980001	980010
981001	981010
982001	982010
983001	983010
984001	984010
985001	985010
986001	986010
987001	987010
988001	988010
989001	989010
990001	990010
991001	991010
992001	992010
993001	993010
994001	994010
995001	995010
996001	996010
997001	997010
998001	998010
999001	999010
